antichain	antichain-replacements	capacity-drops	cohort	empty-skipped	exact-duplicates	explained	explanation-ns	hit-accepted	hit-delay-queries	hit-event-count	hit-rejected	log	lookup-ns	max-hit-delay	max-hit-events	max-size	min-hit-delay	min-hit-events	min-size	minimization-evals	minimization-ns	minimized-literals	model	negative-skipped	queries	raw-literals	rejected	replay-failures	simulated-hits	subsumed	unique	violations
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.13-privatized_19-publish-precision_unknown_1_neg.yml.log	0	0	0	0	0	0	0	0	0	0	tso	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml.log	283	0	0	0	0	0	0	0	0	0	tso	0	4	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.13-privatized_01-priv_nr_true.yml.log	255	0	0	0	0	0	0	0	0	0	tso	0	3	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.13-privatized_19-publish-precision_true.yml.log	263	0	0	0	0	0	0	0	0	0	tso	0	6	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.13-privatized_33-traces-v-matters_true.yml.log	253	0	0	0	0	0	0	0	0	0	tso	0	4	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.13-privatized_42-traces-ex-mini_true.yml.log	270	0	0	0	0	0	0	0	0	0	tso	0	3	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.13-privatized_69-refine-protected-loop-interval_true.yml.log	0	0	0	0	0	0	0	0	0	0	tso	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.13-privatized_25-struct_nr_true.yml.log	313	0	0	0	0	0	0	0	0	0	tso	0	3	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.36-apron_17-traces-rpb-litmus_unknown_1_neg.yml.log	0	0	0	0	0	0	0	0	0	0	tso	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.13-privatized_20-publish-regression_true.yml.log	254	0	0	0	0	0	0	0	0	0	tso	0	3	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.13-privatized_31-traces-mine-vs-mutex_true.yml.log	563	0	0	0	0	0	0	0	0	0	tso	0	9	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml.log	256	0	0	0	0	0	0	0	0	0	tso	0	3	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.13-privatized_30-traces-oplus-vs-meet_true.yml.log	257	0	0	0	0	0	0	0	0	0	tso	0	5	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml.log	0	0	0	0	0	0	0	0	0	0	tso	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml.log	452	0	0	0	0	0	0	0	0	0	tso	0	8	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.13-privatized_29-multiple-protecting2-vesal_true.yml.log	503	0	0	0	0	0	0	0	0	0	tso	0	9	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.13-privatized_24-multiple-protecting_true.yml.log	861	0	0	0	0	0	0	0	0	0	tso	0	18	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.36-apron_21-traces-cluster-based_true.yml.log	836	0	0	0	0	0	0	0	0	0	tso	0	18	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml.log	0	0	0	0	0	0	0	0	0	0	tso	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.14_spin2003.yml.log	0	0	0	0	0	0	0	0	0	0	tso	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.48_ticket_lock_low_contention_vs-pthread.yml.log	0	0	0	0	0	0	0	0	0	0	tso	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.13-privatized_27-multiple-protecting2_true.yml.log	2927	0	0	0	0	0	0	0	0	0	tso	0	54	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.29_conditionals_vs.yml.log	0	0	0	0	0	0	0	0	0	0	tso	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.46_monabsex2_vs.yml.log	0	0	0	0	0	0	0	0	0	0	tso	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.45_monabsex1_vs.yml.log	0	0	0	0	0	0	0	0	0	0	tso	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.stateful01-1.yml.log	170	0	0	0	0	0	0	0	0	0	tso	0	2	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.01b_inc.yml.log	0	0	0	0	0	0	0	0	0	0	tso	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.stateful01-2.yml.log	472	0	0	0	0	0	0	0	0	0	tso	0	9	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.time_var_mutex.yml.log	282	0	0	0	0	0	0	0	0	0	tso	0	3	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.02_inc_cas.yml.log	0	0	0	0	0	0	0	0	0	0	tso	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.48_ticket_lock_low_contention_vs.yml.log	0	0	0	0	0	0	0	0	0	0	tso	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.28-race_reach_45-escape_racing.yml.log	99	0	0	0	0	0	0	0	0	0	tso	0	1	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.28-race_reach_46-escape_racefree.yml.log	159	0	0	0	0	0	0	0	0	0	tso	0	3	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.circular_buffer_bad.yml.log	469	0	0	0	0	0	0	0	0	0	tso	0	7	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.lazy01.yml.log	263	0	0	0	0	0	0	0	0	0	tso	0	4	0	0	0	0	0	0	0
1	0	0	formal-96	0	0	1	2301526	0	0	0	0	caat-tso.census.dekker.yml.log	1832	0	0	12	0	0	12	13	454476	12	tso	0	7	12	1	0	0	0	1	1
4	0	0	formal-96	0	8	12	18662140	0	50	216	9	caat-tso.census.szymanski.yml.log	20974	15	29	12	2	22	12	156	5257113	144	tso	0	31	144	12	0	9	0	4	12
1	0	0	formal-96	0	0	1	2303232	0	0	0	0	caat-tso.census.dekker-unfair.yml.log	1894	0	0	12	0	0	12	13	464709	12	tso	0	7	12	1	0	0	0	1	1
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.exponential-nondet.yml.log	0	0	0	0	0	0	0	0	0	0	tso	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.unwind3-1.yml.log	91	0	0	0	0	0	0	0	0	0	tso	0	1	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.unwind2-1.yml.log	0	0	0	0	0	0	0	0	0	0	tso	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.unwind2-100.yml.log	0	0	0	0	0	0	0	0	0	0	tso	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.43_NetBSD_sysmon_power_sliced.yml.log	0	0	0	0	0	0	0	0	0	0	tso	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.queue_ok.yml.log	299	0	0	0	0	0	0	0	0	0	tso	0	3	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.singleton.yml.log	291	0	0	0	0	0	0	0	0	0	tso	0	5	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.singleton_with-uninit-problems.yml.log	452	0	0	0	0	0	0	0	0	0	tso	0	9	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.queue.yml.log	1248	0	0	0	0	0	0	0	0	0	tso	0	20	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.pthread-demo-datarace-3.yml.log	2040	0	0	0	0	0	0	0	0	0	tso	0	40	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.twostage_3.yml.log	941	0	0	0	0	0	0	0	0	0	tso	0	20	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.reorder_2.yml.log	13919	0	0	0	0	0	0	0	0	0	tso	0	322	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.race-1_1-join.yml.log	0	0	0	0	0	0	0	0	0	0	tso	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.race-1_3-join.yml.log	81	0	0	0	0	0	0	0	0	0	tso	0	1	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.race-1_2-join.yml.log	85	0	0	0	0	0	0	0	0	0	tso	0	1	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.race-4_1-thread_local_vars.yml.log	0	0	0	0	0	0	0	0	0	0	tso	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.race-3_1-container_of-global.yml.log	0	0	0	0	0	0	0	0	0	0	tso	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.race-2_1-container_of.yml.log	0	0	0	0	0	0	0	0	0	0	tso	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.triangular-2.yml.log	263472	0	0	0	0	0	0	0	0	0	tso	0	7732	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.fib_unsafe-5.yml.log	68407	0	0	0	0	0	0	0	0	0	tso	0	1405	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.28-race_reach_21-deref_read_racing.yml.log	0	0	0	0	0	0	0	0	0	0	tso	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.queue_ok_longer.yml.log	310	0	0	0	0	0	0	0	0	0	tso	0	3	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.circular_buffer_ok.yml.log	205140	0	0	0	0	0	0	0	0	0	tso	0	5148	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.triangular-1.yml.log	1049254	0	0	0	0	0	0	0	0	0	tso	0	32277	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.fib_safe-5.yml.log	255908	0	0	0	0	0	0	0	0	0	tso	0	5163	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.fib_unsafe-6.yml.log	409171	0	0	0	0	0	0	0	0	0	tso	0	6177	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.queue_ok_longest.yml.log	555	0	0	0	0	0	0	0	0	0	tso	0	3	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.fib_safe-6.yml.log	1009193	0	0	0	0	0	0	0	0	0	tso	0	21777	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.fib_unsafe-7.yml.log	1111984	0	0	0	0	0	0	0	0	0	tso	0	26672	0	0	0	0	0	0	0
10	0	0	formal-96	0	4489	4499	34217649620	0	63195816	259173	4494	caat-tso.census.butterfly.yml.log	22297099	32732	58	13	1	37	11	58630	3903157036	54131	tso	0	32768	54131	4499	0	4494	0	10	4499
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-tso.census.queue_longer.yml.log	21298	0	0	0	0	0	0	0	0	0	tso	0	128	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-tso.census-timeout-oom.rwlock.yml.log	278	0	0	0	0	0	0	0	0	0	tso	0	2	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-tso.census-timeout-oom.rec_ticketlock.yml.log	294	0	0	0	0	0	0	0	0	0	tso	0	4	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-tso.census-timeout-oom.ticketlock.yml.log	226	0	0	0	0	0	0	0	0	0	tso	0	2	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-tso.census-timeout-oom.ttaslock.yml.log	311	0	0	0	0	0	0	0	0	0	tso	0	2	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-tso.census-timeout-oom.mix001.oepc.yml.log	1466318	0	0	0	0	0	0	0	0	0	tso	0	32768	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-tso.census-timeout-oom.mix008_tso.oepc.yml.log	1305383	0	0	0	0	0	0	0	0	0	tso	0	16384	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-tso.census-timeout-oom.mix018_power.oepc_pso.oepc_rmo.oepc.yml.log	1688947	0	0	0	0	0	0	0	0	0	tso	0	32768	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-tso.census-timeout-oom.mix027_tso.yml.log	2081421	0	0	0	0	0	0	0	0	0	tso	0	32768	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-tso.census-timeout-oom.mix036_pso.opt_tso.opt.yml.log	1770567	0	0	0	0	0	0	0	0	0	tso	0	32768	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-tso.census-timeout-oom.mix045_power.oepc_pso.oepc_rmo.oepc.yml.log	1368330	0	0	0	0	0	0	0	0	0	tso	0	32768	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-tso.census-timeout-oom.mix056_power.opt_pso.opt_rmo.opt_tso.oepc_tso.opt.yml.log	2469592	0	0	0	0	0	0	0	0	0	tso	0	65536	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-tso.census-timeout-oom.safe007_pso.oepc_pso.opt_tso.oepc_tso.opt-thin001_pso.oepc_pso.opt_tso.oepc_tso.opt.yml.log	4547561	0	0	0	0	0	0	0	0	0	tso	0	131072	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-tso.census-timeout-oom.safe016_rmo.opt.yml.log	1528508	0	0	0	0	0	0	0	0	0	tso	0	32768	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-tso.census-timeout-oom.safe027_power.opt.yml.log	942045	0	0	0	0	0	0	0	0	0	tso	0	16384	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-tso.census-timeout-oom.fib_safe-10.yml.log	703390	0	0	0	0	0	0	0	0	0	tso	0	8192	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-tso.census-timeout-oom.fib_safe-7.yml.log	831817	0	0	0	0	0	0	0	0	0	tso	0	16384	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-tso.census-timeout-oom.fib_unsafe-12.yml.log	667126	0	0	0	0	0	0	0	0	0	tso	0	8192	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-tso.census-timeout-oom.stack_longest-1.yml.log	24818	0	0	0	0	0	0	0	0	0	tso	0	256	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-tso.census-timeout-oom.triangular-longer-2.yml.log	2070190	0	0	0	0	0	0	0	0	0	tso	0	65536	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-tso.census-timeout-oom.exponential-4.yml.log	9027383	0	0	0	0	0	0	0	0	0	tso	0	262144	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-tso.census-timeout-oom.exponential-64.yml.log	24032	0	0	0	0	0	0	0	0	0	tso	0	256	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-tso.census-timeout-oom.13-privatized_04-priv_multi_true.yml.log	24538	0	0	0	0	0	0	0	0	0	tso	0	256	0	0	0	0	0	0	0
0	0	0	timeout-oom-60	0	0	0	0	0	0	0	0	caat-tso.census-timeout-oom.pthread-demo-datarace-1.yml.log	1566218	0	0	0	0	0	0	0	0	0	tso	0	32768	0	0	0	0	0	0	0
37	0	0	timeout-oom-60	0	116	153	29147988495	0	215668	24573	116	caat-tso.census-timeout-oom.safestack_relacy.yml.log	9713332	7991	216	12	66	190	12	1989	1267250803	1836	tso	0	8192	1836	153	0	116	0	37	153
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-pso.census.13-privatized_66-mine-W-init_true.yml.log	0	0	0	0	0	0	0	0	0	0	pso	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-pso.census.36-apron_16-traces-unprot2_true.yml.log	0	0	0	0	0	0	0	0	0	0	pso	0	0	0	0	0	0	0	0	0
9	0	0	formal-96	0	9	18	4434193	0	24	90	6	caat-pso.census.13-privatized_47-refine-protected2_true.yml.log	5341	9	15	6	1	15	3	98	2379569	72	pso	0	11	80	8	0	6	0	9	18
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-pso.census.36-apron_41-threadenter-no-locals_unknown_1_pos.yml.log	0	0	0	0	0	0	0	0	0	0	pso	0	0	0	0	0	0	0	0	0
6	0	0	formal-96	0	2	8	1594949	0	3	28	2	caat-pso.census.13-privatized_46-refine-protected1_true.yml.log	1119	2	14	6	1	14	3	45	809894	29	pso	0	4	37	4	0	2	0	6	8
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-pso.census.13-privatized_41-traces-ex-7_unknown_1_pos.yml.log	89	0	0	0	0	0	0	0	0	0	pso	0	1	0	0	0	0	0	0	0
1	0	0	formal-96	0	1	2	141305	0	0	0	0	caat-pso.census.13-privatized_57-singlethreaded-unlock_true.yml.log	135	0	0	3	0	0	3	10	221179	6	pso	0	1	8	1	0	0	0	1	2
9	0	0	formal-96	0	9	18	4942777	0	24	96	6	caat-pso.census.36-apron_11-traces-max-simple_true.yml.log	5484	9	16	6	1	16	3	98	2524763	72	pso	0	11	80	8	0	6	0	9	18
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-pso.census.13-privatized_41-traces-ex-7_unknown_1_neg.yml.log	0	0	0	0	0	0	0	0	0	0	pso	0	0	0	0	0	0	0	0	0
1	0	0	formal-96	0	1	2	142983	0	0	0	0	caat-pso.census.13-privatized_58-singlethreaded-lock_true.yml.log	68	0	0	3	0	0	3	10	212771	6	pso	0	1	8	1	0	0	0	1	2
5	0	0	formal-96	0	8	13	5577398	0	10	63	3	caat-pso.census.13-privatized_40-traces-ex-6_true.yml.log	3778	7	21	5	1	21	3	66	2148890	45	pso	0	9	53	6	0	3	0	5	13
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-pso.census.13-privatized_18-first-reads_unknown_2_pos.yml.log	83	0	0	0	0	0	0	0	0	0	pso	0	1	0	0	0	0	0	0	0
2	0	0	formal-96	0	2	4	1974616	0	0	0	0	caat-pso.census.13-privatized_44-traces-mine2_true.yml.log	413	0	0	3	0	0	3	20	676745	12	pso	0	3	16	2	0	0	0	2	4
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-pso.census.13-privatized_18-first-reads_unknown_1_neg.yml.log	144	0	0	0	0	0	0	0	0	0	pso	0	1	0	0	0	0	0	0	0
18	0	0	formal-96	0	34	52	23378491	0	208	418	19	caat-pso.census.13-privatized_36-traces-ex-3_true.yml.log	20928	25	22	6	1	22	3	284	10284564	210	pso	0	29	232	23	0	19	0	18	52
9	0	0	formal-96	0	9	18	5097157	0	24	96	6	caat-pso.census.13-privatized_18-first-reads_true.yml.log	5431	9	16	6	1	16	3	98	2509622	72	pso	0	11	80	8	0	6	0	9	18
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-pso.census.13-privatized_19-publish-precision_unknown_1_pos.yml.log	51	0	0	0	0	0	0	0	0	0	pso	0	1	0	0	0	0	0	0	0
29	0	0	formal-96	0	29	58	37658742	0	179	525	21	caat-pso.census.13-privatized_35-traces-ex-2_true.yml.log	27631	26	25	9	1	25	3	330	12065409	244	pso	0	31	272	26	0	21	0	29	58
29	0	0	formal-96	0	29	58	36623088	0	181	525	21	caat-pso.census.13-privatized_37-traces-ex-4_true.yml.log	27181	26	25	9	1	25	3	330	11955018	244	pso	0	29	272	26	0	21	0	29	58
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-pso.census.13-privatized_19-publish-precision_unknown_1_neg.yml.log	0	0	0	0	0	0	0	0	0	0	pso	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-pso.census.13-privatized_19-publish-precision_unknown_2_pos.yml.log	0	0	0	0	0	0	0	0	0	0	pso	0	0	0	0	0	0	0	0	0
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-pso.census.13-privatized_19-publish-precision_unknown_2_neg.yml.log	109	0	0	0	0	0	0	0	0	0	pso	0	1	0	0	0	0	0	0	0
9	0	0	formal-96	0	9	18	9853811	0	24	132	6	caat-pso.census.13-privatized_01-priv_nr_true.yml.log	6050	9	22	6	1	22	3	98	3280859	72	pso	0	11	80	8	0	6	0	9	18
29	0	0	formal-96	0	29	58	37024871	0	181	525	21	caat-pso.census.13-privatized_38-traces-ex-4-switch_true.yml.log	27361	26	25	9	1	25	3	330	11942873	244	pso	0	31	272	26	0	21	0	29	58
19	0	0	formal-96	0	21	40	26309662	0	87	338	13	caat-pso.census.13-privatized_42-traces-ex-mini_true.yml.log	15988	17	26	6	1	26	3	216	8193215	156	pso	0	21	176	18	0	13	0	19	40
6	0	0	formal-96	0	9	15	9995344	0	12	81	3	caat-pso.census.13-privatized_33-traces-v-matters_true.yml.log	4990	9	27	5	1	27	3	76	2981538	51	pso	0	11	61	7	0	3	0	6	15
30	0	0	formal-96	0	28	58	36005107	0	181	525	21	caat-pso.census.13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml.log	29316	23	25	9	1	25	3	337	12219709	251	pso	0	30	279	26	0	21	0	30	58
27	0	0	formal-96	0	37	64	26734755	0	293	575	25	caat-pso.census.13-privatized_19-publish-precision_true.yml.log	21542	32	23	9	1	23	3	372	9761395	278	pso	0	35	308	29	0	25	0	27	64
9	0	0	formal-96	0	9	18	10006997	0	24	132	6	caat-pso.census.13-privatized_25-struct_nr_true.yml.log	5968	9	22	6	1	22	3	98	3253393	72	pso	0	11	80	8	0	6	0	9	18
1	0	0	formal-96	0	0	1	294524	0	0	0	0	caat-pso.census.13-privatized_69-refine-protected-loop-interval_true.yml.log	189	0	0	4	0	0	4	5	124053	4	pso	0	1	4	1	0	0	0	1	1
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-pso.census.36-apron_17-traces-rpb-litmus_unknown_1_neg.yml.log	0	0	0	0	0	0	0	0	0	0	pso	0	0	0	0	0	0	0	0	0
11	0	0	formal-96	0	10	21	16091173	0	17	140	5	caat-pso.census.13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml.log	6781	11	28	6	1	28	3	111	4448736	74	pso	0	13	90	10	0	5	0	11	21
15	0	0	formal-96	0	19	34	20926650	0	80	288	12	caat-pso.census.13-privatized_20-publish-regression_true.yml.log	15372	17	24	6	1	24	3	188	6743922	130	pso	0	19	154	16	0	12	0	15	34
1	0	0	formal-96	0	0	1	296022	0	0	0	0	caat-pso.census.13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml.log	95	0	0	4	0	0	4	5	123130	4	pso	0	1	4	1	0	0	0	1	1
29	0	0	formal-96	0	29	58	40746797	0	179	546	21	caat-pso.census.13-privatized_30-traces-oplus-vs-meet_true.yml.log	27272	26	26	9	1	26	3	330	12403761	244	pso	0	31	272	26	0	21	0	29	58
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-pso.census.36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml.log	0	0	0	0	0	0	0	0	0	0	pso	0	0	0	0	0	0	0	0	0
1	0	0	formal-96	0	1	2	480973	0	0	0	0	caat-pso.census.14_spin2003.yml.log	84	0	0	3	0	0	3	10	247024	6	pso	0	1	8	1	0	0	0	1	2
65	0	0	formal-96	0	111	176	167587871	0	2307	2160	72	caat-pso.census.13-privatized_31-traces-mine-vs-mutex_true.yml.log	108060	79	30	12	1	30	3	1051	44337537	803	pso	0	87	875	78	0	72	0	65	176
1	0	0	formal-96	0	1	2	486655	0	0	0	0	caat-pso.census.48_ticket_lock_low_contention_vs-pthread.yml.log	92	0	0	3	0	0	3	10	251086	6	pso	0	1	8	1	0	0	0	1	2
6	0	0	formal-96	0	2	8	2679887	0	3	32	2	caat-pso.census.45_monabsex1_vs.yml.log	1561	2	16	6	1	16	3	45	1220986	29	pso	0	4	37	4	0	2	0	6	8
0	0	0	formal-96	0	0	0	0	0	0	0	0	caat-pso.census.29_conditionals_vs.yml.log	0	0	0	0	0	0	0	0	0	0	pso	0	0	0	0	0	0	0	0	0
15	0	0	formal-96	0	3	18	9493712	0	13	126	6	caat-pso.census.46_monabsex2_vs.yml.log	5537	4	21	9	1	21	3	111	3606326	75	pso	0	9	93	9	0	6	0	15	18
7	0	0	formal-96	0	5	12	17644597	0	24	132	4	caat-pso.census.stateful01-1.yml.log	5552	8	36	6	4	30	4	66	2748973	54	pso	0	10	54	8	0	4	0	7	12
67	0	0	formal-96	0	91	158	211078178	0	1654	2232	62	caat-pso.census.13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml.log	103660	68	36	12	1	36	3	938	48388230	712	pso	0	78	780	70	0	62	0	67	158
7	0	0	formal-96	0	3	10	5461988	0	3	42	2	caat-pso.census.01b_inc.yml.log	2120	2	21	6	1	21	3	55	1937578	35	pso	0	5	45	5	0	2	0	7	10
