model	task	scope	id	name	predicate_kind	type	universe	facts	bytes	attempts	evaluation_ns	sparse_bytes	best_bytes
pso	ttaslock.yml	predicate	33	$n11	2	relation	1052	522757	143072	1024	0	2095240	143072
pso	ttaslock.yml	predicate	34	$n12	5	set	1052	2	136	1024	0	132	132
pso	ttaslock.yml	predicate	35	$n13	7	relation	1052	2	143072	1024	0	4220	4220
pso	ttaslock.yml	predicate	36	$n14	3	relation	1052	7	143072	1024	0	4240	4240
pso	ttaslock.yml	predicate	37	$n15	7	relation	1052	1026	143072	1024	0	8316	8316
pso	ttaslock.yml	predicate	38	$n16	3	relation	1052	1	143072	1024	0	4216	4216
pso	ttaslock.yml	predicate	39	$n17	11	relation	1052	526931	143072	1024	0	2111936	143072
pso	ttaslock.yml	predicate	40	$n18	3	relation	1052	12	143072	1024	0	4260	4260
pso	ttaslock.yml	predicate	41	$n19	11	relation	1052	526931	143072	1024	0	2111936	143072
pso	ttaslock.yml	predicate	42	$n20	3	relation	1052	2094	143072	1024	0	12588	12588
pso	ttaslock.yml	predicate	43	$n21	11	relation	1052	526931	143072	1024	0	2111936	143072
pso	ttaslock.yml	predicate	44	$n22	3	relation	1052	12	143072	1024	0	4260	4260
pso	ttaslock.yml	predicate	45	$n23	11	relation	1052	526931	143072	1024	0	2111936	143072
pso	ttaslock.yml	predicate	46	$n24	3	relation	1052	36	143072	1024	0	4356	4356
pso	ttaslock.yml	predicate	47	$n25	2	relation	1052	524851	143072	1024	0	2103616	143072
pso	ttaslock.yml	predicate	48	$n26	3	relation	1052	0	143072	1024	0	4212	4212
pso	ttaslock.yml	predicate	49	$n27	5	relation	1052	0	143072	1024	0	4212	4212
pso	ttaslock.yml	predicate	50	$n28	5	relation	1052	522757	143072	1024	0	2095240	143072
pso	ttaslock.yml	predicate	51	$n29	2	relation	1052	523782	143072	1024	0	2099340	143072
pso	ttaslock.yml	predicate	52	$n30	2	relation	1052	523783	143072	1024	0	2099344	143072
pso	ttaslock.yml	predicate	53	$n31	2	relation	1052	523787	143072	1024	0	2099360	143072
pso	stack_longest-1.yml	base	-1	F	-1	set	1375	0	176	0	0	172	172
pso	stack_longest-1.yml	base	-1	R	-1	set	1375	683	176	0	0	172	172
pso	stack_longest-1.yml	base	-1	SC	-1	set	1375	0	176	0	0	172	172
pso	stack_longest-1.yml	base	-1	W	-1	set	1375	685	176	0	0	172	172
pso	stack_longest-1.yml	base	-1	co	-1	relation	1375	233586	242000	0	0	939848	242000
pso	stack_longest-1.yml	base	-1	ext	-1	relation	1375	27304	242000	0	0	114720	114720
pso	stack_longest-1.yml	base	-1	fr	-1	relation	1375	117305	242000	0	0	474724	242000
pso	stack_longest-1.yml	base	-1	loc	-1	relation	1375	1169640	242000	0	0	4684064	242000
pso	stack_longest-1.yml	base	-1	po	-1	relation	1375	930937	242000	0	0	3729252	242000
pso	stack_longest-1.yml	base	-1	rf	-1	relation	1375	683	242000	0	0	8236	8236
pso	stack_longest-1.yml	base	-1	rmw	-1	relation	1375	341	242000	0	0	6868	6868
pso	stack_longest-1.yml	base	-1	tc	-1	relation	1375	2	242000	0	0	5512	5512
pso	stack_longest-1.yml	base	-1	tj	-1	relation	1375	0	242000	0	0	5504	5504
pso	stack_longest-1.yml	predicate	0	com	2	relation	1375	351234	242000	1024	0	1410440	242000
pso	stack_longest-1.yml	predicate	1	ww_loc	5	relation	1375	232221	242000	1024	0	934388	242000
pso	stack_longest-1.yml	predicate	2	ppo	2	relation	1375	697345	242000	1024	0	2794884	242000
pso	stack_longest-1.yml	predicate	3	lifecycle	2	relation	1375	4099	242000	1024	0	21900	21900
pso	stack_longest-1.yml	predicate	4	order	2	relation	1375	703152	242000	1024	0	2818112	242000
pso	stack_longest-1.yml	predicate	5	reach	12	relation	1375	1170664	242000	1024	0	4688160	242000
pso	stack_longest-1.yml	predicate	6	rf	0	relation	1375	683	242000	0	0	8236	8236
pso	stack_longest-1.yml	predicate	7	ext	0	relation	1375	27304	242000	0	0	114720	114720
pso	stack_longest-1.yml	predicate	8	rfe	5	relation	1375	343	242000	1024	0	6876	6876
pso	stack_longest-1.yml	predicate	9	fr	0	relation	1375	117305	242000	0	0	474724	242000
pso	stack_longest-1.yml	predicate	10	co	0	relation	1375	233586	242000	0	0	939848	242000
pso	stack_longest-1.yml	predicate	11	W	0	set	1375	685	176	0	0	172	172
pso	stack_longest-1.yml	predicate	12	po	0	relation	1375	930937	242000	0	0	3729252	242000
pso	stack_longest-1.yml	predicate	13	loc	0	relation	1375	1169640	242000	0	0	4684064	242000
pso	stack_longest-1.yml	predicate	14	R	0	set	1375	683	176	0	0	172	172
pso	stack_longest-1.yml	predicate	15	F	0	set	1375	0	176	0	0	172	172
pso	stack_longest-1.yml	predicate	16	SC	0	set	1375	0	176	0	0	172	172
pso	stack_longest-1.yml	predicate	17	tc	0	relation	1375	2	242000	0	0	5512	5512
pso	stack_longest-1.yml	predicate	18	tj	0	relation	1375	0	242000	0	0	5504	5504
pso	stack_longest-1.yml	predicate	19	rmw	0	relation	1375	341	242000	0	0	6868	6868
pso	stack_longest-1.yml	predicate	20	fre	5	relation	1375	683	242000	1024	0	8236	8236
pso	stack_longest-1.yml	predicate	21	coe	5	relation	1375	2043	242000	1024	0	13676	13676
pso	stack_longest-1.yml	predicate	22	$n0	2	relation	1375	117648	242000	1024	0	476096	242000
pso	stack_longest-1.yml	predicate	23	$n1	7	relation	1375	685	242000	1024	0	8244	8244
pso	stack_longest-1.yml	predicate	24	$n2	3	relation	1375	464445	242000	1024	0	1863284	242000
pso	stack_longest-1.yml	predicate	25	$n3	7	relation	1375	685	242000	1024	0	8244	8244
pso	stack_longest-1.yml	predicate	26	$n4	3	relation	1375	232221	242000	1024	0	934388	242000
pso	stack_longest-1.yml	predicate	27	$n5	7	relation	1375	683	242000	1024	0	8236	8236
pso	stack_longest-1.yml	predicate	28	$n6	3	relation	1375	465124	242000	1024	0	1866000	242000
pso	stack_longest-1.yml	predicate	29	$n7	2	relation	1375	697345	242000	1024	0	2794884	242000
pso	stack_longest-1.yml	predicate	30	$n8	7	relation	1375	0	242000	1024	0	5504	5504
pso	stack_longest-1.yml	predicate	31	$n9	3	relation	1375	0	242000	1024	0	5504	5504
pso	stack_longest-1.yml	predicate	32	$n10	3	relation	1375	0	242000	1024	0	5504	5504
pso	stack_longest-1.yml	predicate	33	$n11	2	relation	1375	697345	242000	1024	0	2794884	242000
pso	stack_longest-1.yml	predicate	34	$n12	5	set	1375	0	176	1024	0	172	172
pso	stack_longest-1.yml	predicate	35	$n13	7	relation	1375	0	242000	1024	0	5504	5504
pso	stack_longest-1.yml	predicate	36	$n14	3	relation	1375	0	242000	1024	0	5504	5504
pso	stack_longest-1.yml	predicate	37	$n15	7	relation	1375	0	242000	1024	0	5504	5504
pso	stack_longest-1.yml	predicate	38	$n16	3	relation	1375	0	242000	1024	0	5504	5504
pso	stack_longest-1.yml	predicate	39	$n17	11	relation	1375	932312	242000	1024	0	3734752	242000
pso	stack_longest-1.yml	predicate	40	$n18	3	relation	1375	5	242000	1024	0	5524	5524
pso	stack_longest-1.yml	predicate	41	$n19	11	relation	1375	932312	242000	1024	0	3734752	242000
pso	stack_longest-1.yml	predicate	42	$n20	3	relation	1375	4099	242000	1024	0	21900	21900
pso	stack_longest-1.yml	predicate	43	$n21	11	relation	1375	932312	242000	1024	0	3734752	242000
pso	stack_longest-1.yml	predicate	44	$n22	3	relation	1375	0	242000	1024	0	5504	5504
pso	stack_longest-1.yml	predicate	45	$n23	11	relation	1375	932312	242000	1024	0	3734752	242000
pso	stack_longest-1.yml	predicate	46	$n24	3	relation	1375	0	242000	1024	0	5504	5504
pso	stack_longest-1.yml	predicate	47	$n25	2	relation	1375	701444	242000	1024	0	2811280	242000
pso	stack_longest-1.yml	predicate	48	$n26	3	relation	1375	682	242000	1024	0	8232	8232
pso	stack_longest-1.yml	predicate	49	$n27	5	relation	1375	0	242000	1024	0	5504	5504
pso	stack_longest-1.yml	predicate	50	$n28	5	relation	1375	580723	242000	1024	0	2328396	242000
pso	stack_longest-1.yml	predicate	51	$n29	2	relation	1375	581066	242000	1024	0	2329768	242000
pso	stack_longest-1.yml	predicate	52	$n30	2	relation	1375	581749	242000	1024	0	2332500	242000
pso	stack_longest-1.yml	predicate	53	$n31	2	relation	1375	583114	242000	1024	0	2337960	242000
pso	spaghetti.wvr.yml	base	-1	F	-1	set	465	0	64	0	0	59	59
pso	spaghetti.wvr.yml	base	-1	R	-1	set	465	190	64	0	0	59	59
pso	spaghetti.wvr.yml	base	-1	SC	-1	set	465	383	64	0	0	59	59
pso	spaghetti.wvr.yml	base	-1	W	-1	set	465	195	64	0	0	59	59
pso	spaghetti.wvr.yml	base	-1	co	-1	relation	465	18339	29760	0	0	75220	29760
pso	spaghetti.wvr.yml	base	-1	ext	-1	relation	465	17222	29760	0	0	70752	29760
pso	spaghetti.wvr.yml	base	-1	fr	-1	relation	465	18209	29760	0	0	74700	29760
pso	spaghetti.wvr.yml	base	-1	loc	-1	relation	465	145933	29760	0	0	585596	29760
pso	spaghetti.wvr.yml	base	-1	po	-1	relation	465	99268	29760	0	0	398936	29760
pso	spaghetti.wvr.yml	base	-1	rf	-1	relation	465	190	29760	0	0	2624	2624
pso	spaghetti.wvr.yml	base	-1	rmw	-1	relation	465	126	29760	0	0	2368	2368
pso	spaghetti.wvr.yml	base	-1	tc	-1	relation	465	4	29760	0	0	1880	1880
pso	spaghetti.wvr.yml	base	-1	tj	-1	relation	465	0	29760	0	0	1864	1864
pso	spaghetti.wvr.yml	predicate	0	com	2	relation	465	36549	29760	8192	0	148060	29760
pso	spaghetti.wvr.yml	predicate	1	ww_loc	5	relation	465	17955	29760	8192	0	73684	29760
pso	spaghetti.wvr.yml	predicate	2	ppo	2	relation	465	78059	29760	8192	0	314100	29760
pso	spaghetti.wvr.yml	predicate	3	lifecycle	2	relation	465	1388	29760	8192	0	7416	7416
pso	spaghetti.wvr.yml	predicate	4	order	2	relation	465	79832	29760	8192	0	321192	29760
pso	spaghetti.wvr.yml	predicate	5	reach	12	relation	465	176350	29760	8192	0	707264	29760
pso	spaghetti.wvr.yml	predicate	6	rf	0	relation	465	190	29760	0	0	2624	2624
pso	spaghetti.wvr.yml	predicate	7	ext	0	relation	465	17222	29760	0	0	70752	29760
pso	spaghetti.wvr.yml	predicate	8	rfe	5	relation	465	1	29760	8192	0	1868	1868
pso	spaghetti.wvr.yml	predicate	9	fr	0	relation	465	18209	29760	0	0	74700	29760
pso	spaghetti.wvr.yml	predicate	10	co	0	relation	465	18339	29760	0	0	75220	29760
pso	spaghetti.wvr.yml	predicate	11	W	0	set	465	195	64	0	0	59	59
pso	spaghetti.wvr.yml	predicate	12	po	0	relation	465	99268	29760	0	0	398936	29760
pso	spaghetti.wvr.yml	predicate	13	loc	0	relation	465	145933	29760	0	0	585596	29760
pso	spaghetti.wvr.yml	predicate	14	R	0	set	465	190	64	0	0	59	59
pso	spaghetti.wvr.yml	predicate	15	F	0	set	465	0	64	0	0	59	59
pso	spaghetti.wvr.yml	predicate	16	SC	0	set	465	383	64	0	0	59	59
pso	spaghetti.wvr.yml	predicate	17	tc	0	relation	465	4	29760	0	0	1880	1880
pso	spaghetti.wvr.yml	predicate	18	tj	0	relation	465	0	29760	0	0	1864	1864
pso	spaghetti.wvr.yml	predicate	19	rmw	0	relation	465	126	29760	0	0	2368	2368
pso	spaghetti.wvr.yml	predicate	20	fre	5	relation	465	1	29760	8192	0	1868	1868
pso	spaghetti.wvr.yml	predicate	21	coe	5	relation	465	384	29760	8192	0	3400	3400
pso	spaghetti.wvr.yml	predicate	22	$n0	2	relation	465	18210	29760	8192	0	74704	29760
pso	spaghetti.wvr.yml	predicate	23	$n1	7	relation	465	195	29760	8192	0	2644	2644
pso	spaghetti.wvr.yml	predicate	24	$n2	3	relation	465	42096	29760	8192	0	170248	29760
pso	spaghetti.wvr.yml	predicate	25	$n3	7	relation	465	195	29760	8192	0	2644	2644
pso	spaghetti.wvr.yml	predicate	26	$n4	3	relation	465	17956	29760	8192	0	73688	29760
pso	spaghetti.wvr.yml	predicate	27	$n5	7	relation	465	190	29760	8192	0	2624	2624
pso	spaghetti.wvr.yml	predicate	28	$n6	3	relation	465	42021	29760	8192	0	169948	29760
pso	spaghetti.wvr.yml	predicate	29	$n7	2	relation	465	59976	29760	8192	0	241768	29760
pso	spaghetti.wvr.yml	predicate	30	$n8	7	relation	465	0	29760	8192	0	1864	1864
pso	spaghetti.wvr.yml	predicate	31	$n9	3	relation	465	0	29760	8192	0	1864	1864
pso	spaghetti.wvr.yml	predicate	32	$n10	3	relation	465	0	29760	8192	0	1864	1864
pso	spaghetti.wvr.yml	predicate	33	$n11	2	relation	465	59976	29760	8192	0	241768	29760
pso	spaghetti.wvr.yml	predicate	34	$n12	5	set	465	193	64	8192	0	59	59
pso	spaghetti.wvr.yml	predicate	35	$n13	7	relation	465	193	29760	8192	0	2636	2636
pso	spaghetti.wvr.yml	predicate	36	$n14	3	relation	465	42096	29760	8192	0	170248	29760
pso	spaghetti.wvr.yml	predicate	37	$n15	7	relation	465	383	29760	8192	0	3396	3396
pso	spaghetti.wvr.yml	predicate	38	$n16	3	relation	465	36038	29760	8192	0	146016	29760
pso	spaghetti.wvr.yml	predicate	39	$n17	11	relation	465	99733	29760	8192	0	400796	29760
pso	spaghetti.wvr.yml	predicate	40	$n18	3	relation	465	18	29760	8192	0	1936	1936
pso	spaghetti.wvr.yml	predicate	41	$n19	11	relation	465	99733	29760	8192	0	400796	29760
pso	spaghetti.wvr.yml	predicate	42	$n20	3	relation	465	1388	29760	8192	0	7416	7416
pso	spaghetti.wvr.yml	predicate	43	$n21	11	relation	465	99733	29760	8192	0	400796	29760
pso	spaghetti.wvr.yml	predicate	44	$n22	3	relation	465	0	29760	8192	0	1864	1864
pso	spaghetti.wvr.yml	predicate	45	$n23	11	relation	465	99733	29760	8192	0	400796	29760
pso	spaghetti.wvr.yml	predicate	46	$n24	3	relation	465	0	29760	8192	0	1864	1864
pso	spaghetti.wvr.yml	predicate	47	$n25	2	relation	465	79447	29760	8192	0	319652	29760
pso	spaghetti.wvr.yml	predicate	48	$n26	3	relation	465	190	29760	8192	0	2624	2624
pso	spaghetti.wvr.yml	predicate	49	$n27	5	relation	465	0	29760	8192	0	1864	1864
pso	spaghetti.wvr.yml	predicate	50	$n28	5	relation	465	72010	29760	8192	0	289904	29760
pso	spaghetti.wvr.yml	predicate	51	$n29	2	relation	465	72011	29760	8192	0	289908	29760
pso	spaghetti.wvr.yml	predicate	52	$n30	2	relation	465	72202	29760	8192	0	290672	29760
pso	spaghetti.wvr.yml	predicate	53	$n31	2	relation	465	72586	29760	8192	0	292208	29760
pso	exponential-4.yml	base	-1	F	-1	set	47	0	8	0	0	6	6
pso	exponential-4.yml	base	-1	R	-1	set	47	13	8	0	0	6	6
pso	exponential-4.yml	base	-1	SC	-1	set	47	21	8	0	0	6	6
pso	exponential-4.yml	base	-1	W	-1	set	47	9	8	0	0	6	6
pso	exponential-4.yml	base	-1	co	-1	relation	47	36	376	0	0	336	336
pso	exponential-4.yml	base	-1	ext	-1	relation	47	1798	376	0	0	7384	376
pso	exponential-4.yml	base	-1	fr	-1	relation	47	104	376	0	0	608	376
pso	exponential-4.yml	base	-1	loc	-1	relation	47	484	376	0	0	2128	376
pso	exponential-4.yml	base	-1	po	-1	relation	47	136	376	0	0	736	376
pso	exponential-4.yml	base	-1	rf	-1	relation	47	13	376	0	0	244	244
pso	exponential-4.yml	base	-1	rmw	-1	relation	47	0	376	0	0	192	192
pso	exponential-4.yml	base	-1	tc	-1	relation	47	8	376	0	0	224	224
pso	exponential-4.yml	base	-1	tj	-1	relation	47	0	376	0	0	192	192
pso	exponential-4.yml	predicate	0	com	2	relation	47	153	376	262144	0	804	376
pso	exponential-4.yml	predicate	1	ww_loc	5	relation	47	0	376	262144	0	192	192
pso	exponential-4.yml	predicate	2	ppo	2	relation	47	30	376	262144	0	312	312
pso	exponential-4.yml	predicate	3	lifecycle	2	relation	47	137	376	262144	0	740	376
pso	exponential-4.yml	predicate	4	order	2	relation	47	311	376	262144	0	1436	376
pso	exponential-4.yml	predicate	5	reach	12	relation	47	494	376	262144	0	2168	376
pso	exponential-4.yml	predicate	6	rf	0	relation	47	13	376	0	0	244	244
pso	exponential-4.yml	predicate	7	ext	0	relation	47	1798	376	0	0	7384	376
pso	exponential-4.yml	predicate	8	rfe	5	relation	47	13	376	262144	0	244	244
pso	exponential-4.yml	predicate	9	fr	0	relation	47	104	376	0	0	608	376
pso	exponential-4.yml	predicate	10	co	0	relation	47	36	376	0	0	336	336
pso	exponential-4.yml	predicate	11	W	0	set	47	9	8	0	0	6	6
pso	exponential-4.yml	predicate	12	po	0	relation	47	136	376	0	0	736	376
pso	exponential-4.yml	predicate	13	loc	0	relation	47	484	376	0	0	2128	376
pso	exponential-4.yml	predicate	14	R	0	set	47	13	8	0	0	6	6
pso	exponential-4.yml	predicate	15	F	0	set	47	0	8	0	0	6	6
pso	exponential-4.yml	predicate	16	SC	0	set	47	21	8	0	0	6	6
pso	exponential-4.yml	predicate	17	tc	0	relation	47	8	376	0	0	224	224
pso	exponential-4.yml	predicate	18	tj	0	relation	47	0	376	0	0	192	192
pso	exponential-4.yml	predicate	19	rmw	0	relation	47	0	376	0	0	192	192
pso	exponential-4.yml	predicate	20	fre	5	relation	47	96	376	262144	0	576	376
pso	exponential-4.yml	predicate	21	coe	5	relation	47	36	376	262144	0	336	336
pso	exponential-4.yml	predicate	22	$n0	2	relation	47	117	376	262144	0	660	376
pso	exponential-4.yml	predicate	23	$n1	7	relation	47	9	376	262144	0	228	228
pso	exponential-4.yml	predicate	24	$n2	3	relation	47	7	376	262144	0	220	220
pso	exponential-4.yml	predicate	25	$n3	7	relation	47	9	376	262144	0	228	228
pso	exponential-4.yml	predicate	26	$n4	3	relation	47	0	376	262144	0	192	192
pso	exponential-4.yml	predicate	27	$n5	7	relation	47	13	376	262144	0	244	244
pso	exponential-4.yml	predicate	28	$n6	3	relation	47	30	376	262144	0	312	312
pso	exponential-4.yml	predicate	29	$n7	2	relation	47	30	376	262144	0	312	312
pso	exponential-4.yml	predicate	30	$n8	7	relation	47	0	376	262144	0	192	192
pso	exponential-4.yml	predicate	31	$n9	3	relation	47	0	376	262144	0	192	192
pso	exponential-4.yml	predicate	32	$n10	3	relation	47	0	376	262144	0	192	192
pso	exponential-4.yml	predicate	33	$n11	2	relation	47	30	376	262144	0	312	312
pso	exponential-4.yml	predicate	34	$n12	5	set	47	8	8	262144	0	6	6
pso	exponential-4.yml	predicate	35	$n13	7	relation	47	8	376	262144	0	224	224
pso	exponential-4.yml	predicate	36	$n14	3	relation	47	7	376	262144	0	220	220
pso	exponential-4.yml	predicate	37	$n15	7	relation	47	21	376	262144	0	276	276
pso	exponential-4.yml	predicate	38	$n16	3	relation	47	0	376	262144	0	192	192
pso	exponential-4.yml	predicate	39	$n17	11	relation	47	183	376	262144	0	924	376
pso	exponential-4.yml	predicate	40	$n18	3	relation	47	36	376	262144	0	336	336
pso	exponential-4.yml	predicate	41	$n19	11	relation	47	183	376	262144	0	924	376
pso	exponential-4.yml	predicate	42	$n20	3	relation	47	137	376	262144	0	740	376
pso	exponential-4.yml	predicate	43	$n21	11	relation	47	183	376	262144	0	924	376
pso	exponential-4.yml	predicate	44	$n22	3	relation	47	0	376	262144	0	192	192
pso	exponential-4.yml	predicate	45	$n23	11	relation	47	183	376	262144	0	924	376
pso	exponential-4.yml	predicate	46	$n24	3	relation	47	0	376	262144	0	192	192
pso	exponential-4.yml	predicate	47	$n25	2	relation	47	167	376	262144	0	860	376
pso	exponential-4.yml	predicate	48	$n26	3	relation	47	90	376	262144	0	552	376
pso	exponential-4.yml	predicate	49	$n27	5	relation	47	0	376	262144	0	192	192
pso	exponential-4.yml	predicate	50	$n28	5	relation	47	18	376	262144	0	264	264
pso	exponential-4.yml	predicate	51	$n29	2	relation	47	31	376	262144	0	316	316
pso	exponential-4.yml	predicate	52	$n30	2	relation	47	127	376	262144	0	700	376
pso	exponential-4.yml	predicate	53	$n31	2	relation	47	163	376	262144	0	844	376
pso	exponential-64.yml	base	-1	F	-1	set	706	0	96	0	0	89	89
pso	exponential-64.yml	base	-1	R	-1	set	706	193	96	0	0	89	89
pso	exponential-64.yml	base	-1	SC	-1	set	706	321	96	0	0	89	89
pso	exponential-64.yml	base	-1	W	-1	set	706	129	96	0	0	89	89
pso	exponential-64.yml	base	-1	co	-1	relation	706	8256	67776	0	0	35852	35852
pso	exponential-64.yml	base	-1	ext	-1	relation	706	458758	67776	0	0	1837860	67776
pso	exponential-64.yml	base	-1	fr	-1	relation	706	24704	67776	0	0	101644	67776
pso	exponential-64.yml	base	-1	loc	-1	relation	706	103684	67776	0	0	417564	67776
pso	exponential-64.yml	base	-1	po	-1	relation	706	19486	67776	0	0	80772	67776
pso	exponential-64.yml	base	-1	rf	-1	relation	706	193	67776	0	0	3600	3600
pso	exponential-64.yml	base	-1	rmw	-1	relation	706	0	67776	0	0	2828	2828
pso	exponential-64.yml	base	-1	tc	-1	relation	706	128	67776	0	0	3340	3340
pso	exponential-64.yml	base	-1	tj	-1	relation	706	0	67776	0	0	2828	2828
pso	exponential-64.yml	predicate	0	com	2	relation	706	33153	67776	256	0	135440	67776
pso	exponential-64.yml	predicate	1	ww_loc	5	relation	706	0	67776	256	0	2828	2828
pso	exponential-64.yml	predicate	2	ppo	2	relation	706	2400	67776	256	0	12428	12428
pso	exponential-64.yml	predicate	3	lifecycle	2	relation	706	32896	67776	256	0	134412	67776
pso	exponential-64.yml	predicate	4	order	2	relation	706	68321	67776	643	0	276112	67776
pso	exponential-64.yml	predicate	5	reach	12	relation	706	76768	67776	516	0	309900	67776
pso	exponential-64.yml	predicate	6	rf	0	relation	706	193	67776	0	0	3600	3600
pso	exponential-64.yml	predicate	7	ext	0	relation	706	458758	67776	0	0	1837860	67776
pso	exponential-64.yml	predicate	8	rfe	5	relation	706	193	67776	256	0	3600	3600
pso	exponential-64.yml	predicate	9	fr	0	relation	706	24704	67776	0	0	101644	67776
pso	exponential-64.yml	predicate	10	co	0	relation	706	8256	67776	0	0	35852	35852
pso	exponential-64.yml	predicate	11	W	0	set	706	129	96	0	0	89	89
pso	exponential-64.yml	predicate	12	po	0	relation	706	19486	67776	0	0	80772	67776
pso	exponential-64.yml	predicate	13	loc	0	relation	706	103684	67776	0	0	417564	67776
pso	exponential-64.yml	predicate	14	R	0	set	706	193	96	0	0	89	89
pso	exponential-64.yml	predicate	15	F	0	set	706	0	96	0	0	89	89
pso	exponential-64.yml	predicate	16	SC	0	set	706	321	96	0	0	89	89
pso	exponential-64.yml	predicate	17	tc	0	relation	706	128	67776	0	0	3340	3340
pso	exponential-64.yml	predicate	18	tj	0	relation	706	0	67776	0	0	2828	2828
pso	exponential-64.yml	predicate	19	rmw	0	relation	706	0	67776	0	0	2828	2828
pso	exponential-64.yml	predicate	20	fre	5	relation	706	24576	67776	256	0	101132	67776
pso	exponential-64.yml	predicate	21	coe	5	relation	706	8256	67776	256	0	35852	35852
pso	exponential-64.yml	predicate	22	$n0	2	relation	706	24897	67776	256	0	102416	67776
pso	exponential-64.yml	predicate	23	$n1	7	relation	706	129	67776	256	0	3344	3344
pso	exponential-64.yml	predicate	24	$n2	3	relation	706	127	67776	256	0	3336	3336
pso	exponential-64.yml	predicate	25	$n3	7	relation	706	129	67776	256	0	3344	3344
pso	exponential-64.yml	predicate	26	$n4	3	relation	706	0	67776	256	0	2828	2828
pso	exponential-64.yml	predicate	27	$n5	7	relation	706	193	67776	128	0	3600	3600
pso	exponential-64.yml	predicate	28	$n6	3	relation	706	2400	67776	322	0	12428	12428
pso	exponential-64.yml	predicate	29	$n7	2	relation	706	2400	67776	256	0	12428	12428
pso	exponential-64.yml	predicate	30	$n8	7	relation	706	0	67776	62	0	2828	2828
pso	exponential-64.yml	predicate	31	$n9	3	relation	706	0	67776	256	0	2828	2828
pso	exponential-64.yml	predicate	32	$n10	3	relation	706	0	67776	256	0	2828	2828
pso	exponential-64.yml	predicate	33	$n11	2	relation	706	2400	67776	256	0	12428	12428
pso	exponential-64.yml	predicate	34	$n12	5	set	706	128	96	256	0	89	89
pso	exponential-64.yml	predicate	35	$n13	7	relation	706	128	67776	256	0	3340	3340
pso	exponential-64.yml	predicate	36	$n14	3	relation	706	127	67776	450	0	3336	3336
pso	exponential-64.yml	predicate	37	$n15	7	relation	706	321	67776	256	0	4112	4112
pso	exponential-64.yml	predicate	38	$n16	3	relation	706	0	67776	322	0	2828	2828
pso	exponential-64.yml	predicate	39	$n17	11	relation	706	20192	67776	256	0	83596	67776
pso	exponential-64.yml	predicate	40	$n18	3	relation	706	8256	67776	256	0	35852	35852
pso	exponential-64.yml	predicate	41	$n19	11	relation	706	20192	67776	256	0	83596	67776
pso	exponential-64.yml	predicate	42	$n20	3	relation	706	32896	67776	256	0	134412	67776
pso	exponential-64.yml	predicate	43	$n21	11	relation	706	20192	67776	256	0	83596	67776
pso	exponential-64.yml	predicate	44	$n22	3	relation	706	0	67776	256	0	2828	2828
pso	exponential-64.yml	predicate	45	$n23	11	relation	706	20192	67776	256	0	83596	67776
pso	exponential-64.yml	predicate	46	$n24	3	relation	706	0	67776	256	0	2828	2828
pso	exponential-64.yml	predicate	47	$n25	2	relation	706	35296	67776	449	0	144012	67776
pso	exponential-64.yml	predicate	48	$n26	3	relation	706	24510	67776	256	0	100868	67776
pso	exponential-64.yml	predicate	49	$n27	5	relation	706	0	67776	256	0	2828	2828
pso	exponential-64.yml	predicate	50	$n28	5	relation	706	2208	67776	256	0	11660	11660
pso	exponential-64.yml	predicate	51	$n29	2	relation	706	2401	67776	322	0	12432	12432
pso	exponential-64.yml	predicate	52	$n30	2	relation	706	26977	67776	450	0	110736	67776
pso	exponential-64.yml	predicate	53	$n31	2	relation	706	35233	67776	256	0	143760	67776
pso	pthread-demo-datarace-1.yml	base	-1	F	-1	set	207	0	32	0	0	26	26
pso	pthread-demo-datarace-1.yml	base	-1	R	-1	set	207	80	32	0	0	26	26
pso	pthread-demo-datarace-1.yml	base	-1	SC	-1	set	207	0	32	0	0	26	26
pso	pthread-demo-datarace-1.yml	base	-1	W	-1	set	207	123	32	0	0	26	26
pso	pthread-demo-datarace-1.yml	base	-1	co	-1	relation	207	4101	6624	0	0	17236	6624
pso	pthread-demo-datarace-1.yml	base	-1	ext	-1	relation	207	21624	6624	0	0	87328	6624
pso	pthread-demo-datarace-1.yml	base	-1	fr	-1	relation	207	2460	6624	0	0	10672	6624
pso	pthread-demo-datarace-1.yml	base	-1	loc	-1	relation	207	21365	6624	0	0	86292	6624
pso	pthread-demo-datarace-1.yml	base	-1	po	-1	relation	207	10302	6624	0	0	42040	6624
pso	pthread-demo-datarace-1.yml	base	-1	rf	-1	relation	207	80	6624	0	0	1152	1152
pso	pthread-demo-datarace-1.yml	base	-1	rmw	-1	relation	207	40	6624	0	0	992	992
pso	pthread-demo-datarace-1.yml	base	-1	tc	-1	relation	207	1	6624	0	0	836	836
pso	pthread-demo-datarace-1.yml	base	-1	tj	-1	relation	207	0	6624	0	0	832	832
pso	pthread-demo-datarace-1.yml	predicate	0	com	2	relation	207	6573	6624	32766	0	27124	6624
pso	pthread-demo-datarace-1.yml	predicate	1	ww_loc	5	relation	207	1960	6624	32766	0	8672	6624
pso	pthread-demo-datarace-1.yml	predicate	2	ppo	2	relation	207	6040	6624	32766	0	24992	6624
pso	pthread-demo-datarace-1.yml	predicate	3	lifecycle	2	relation	207	204	6624	32766	0	1648	1648
pso	pthread-demo-datarace-1.yml	predicate	4	order	2	relation	207	9613	6624	32766	0	39284	6624
