capacity-drops	duplicates	empty-skipped	explained	explanation-failures	explanation-ns	hits	learned	log	lookup-ns	model	negative-skipped	queries	rejected	repetition	stored-literals
0	0	0	0	0	0	0	0	caat-pso.cache.02_inc_cas.yml.log	0	pso	0	0	0	03	0
0	0	0	0	0	0	0	0	caat-pso.cache.28-race_reach_45-escape_racing.yml.log	85	pso	0	1	0	03	0
0	0	0	10	0	9939710	21	10	caat-pso.cache.28-race_reach_46-escape_racefree.yml.log	7980	pso	0	29	5	03	40
0	0	0	7	0	6931225	10	7	caat-pso.cache.lazy01.yml.log	7288	pso	0	19	5	03	28
0	0	0	0	0	0	0	0	caat-pso.cache.exponential-nondet.yml.log	0	pso	0	0	0	03	0
0	0	0	19	0	29303261	18	19	caat-pso.cache.dekker.yml.log	26337	pso	0	35	11	03	95
0	0	0	6	0	2374188	0	6	caat-pso.cache.unwind2-100.yml.log	1360	pso	0	3	3	03	27
0	0	0	2	0	1773927	0	2	caat-pso.cache.unwind3-1.yml.log	886	pso	0	3	2	03	8
0	0	0	6	0	2424911	0	6	caat-pso.cache.unwind2-1.yml.log	1279	pso	0	3	3	03	27
0	0	0	23	0	33676281	18	23	caat-pso.cache.dekker-unfair.yml.log	29192	pso	0	37	13	03	112
0	0	0	84	0	94272267	315	84	caat-pso.cache.szymanski.yml.log	583622	pso	0	378	44	03	526
0	0	0	0	0	0	0	0	caat-pso.cache.43_NetBSD_sysmon_power_sliced.yml.log	0	pso	0	0	0	03	0
0	0	0	42	0	479705058	209	42	caat-pso.cache.circular_buffer_bad.yml.log	384440	pso	0	238	22	03	282
0	0	0	8	0	19736501	12	8	caat-pso.cache.singleton.yml.log	5858	pso	0	21	4	03	32
0	0	0	8	0	19434100	55	8	caat-pso.cache.singleton_with-uninit-problems.yml.log	15327	pso	0	68	4	03	32
0	0	0	0	0	0	0	0	caat-pso.cache.pthread-demo-datarace-3.yml.log	2875	pso	0	40	0	03	0
0	0	0	3	0	1140755	1	3	caat-pso.cache.race-1_1-join.yml.log	1043	pso	0	3	2	03	12
0	0	0	9	0	7915788	7	9	caat-pso.cache.race-1_3-join.yml.log	4671	pso	0	13	5	03	36
0	0	0	8	0	144472926	50	8	caat-pso.cache.twostage_3.yml.log	23950	pso	0	74	4	03	32
0	0	0	9	0	7829262	7	9	caat-pso.cache.race-1_2-join.yml.log	4616	pso	0	13	5	03	36
0	0	0	0	0	0	0	0	caat-pso.cache.race-2_1-container_of.yml.log	0	pso	0	0	0	03	0
0	0	0	0	0	0	0	0	caat-pso.cache.race-4_1-thread_local_vars.yml.log	0	pso	0	0	0	03	0
0	0	0	14	0	93032621	6123	14	caat-pso.cache.reorder_2.yml.log	1271424	pso	0	6452	7	03	56
0	0	0	0	0	0	0	0	caat-pso.cache.race-3_1-container_of-global.yml.log	0	pso	0	0	0	03	0
0	0	0	0	0	0	0	0	caat-pso.cache.28-race_reach_21-deref_read_racing.yml.log	0	pso	0	0	0	03	0
0	0	0	8	0	6700621330	10	8	caat-pso.cache.queue_ok.yml.log	8082	pso	0	18	5	03	32
0	0	0	22	0	135233516	241807	22	caat-pso.cache.triangular-2.yml.log	52423724	pso	0	249550	11	03	88
0	0	0	120	0	15572269665	2878	120	caat-pso.cache.queue.yml.log	23180844	pso	0	2959	61	03	1582
0	0	0	20	0	2300773216	47313	20	caat-pso.cache.fib_unsafe-5.yml.log	15415147	pso	0	48728	10	03	80
0	0	0	24	0	172849360	234168	24	caat-pso.cache.butterfly.yml.log	231839253	pso	0	391668	24	03	205
0	0	0	24	0	141479918	1106618	24	caat-pso.cache.triangular-1.yml.log	257648949	pso	0	1138907	12	03	96
0	0	0	0	0	0	0	0	caat-pso.cache.13-privatized_66-mine-W-init_true.yml.log	0	pso	0	0	0	04	0
0	0	0	0	0	0	0	0	caat-pso.cache.36-apron_41-threadenter-no-locals_unknown_1_pos.yml.log	0	pso	0	0	0	04	0
0	0	0	2	0	143195	0	2	caat-pso.cache.13-privatized_57-singlethreaded-unlock_true.yml.log	92	pso	0	1	1	04	8
0	0	0	0	0	0	0	0	caat-pso.cache.36-apron_16-traces-unprot2_true.yml.log	0	pso	0	0	0	04	0
0	0	0	4	0	788490	2	4	caat-pso.cache.13-privatized_46-refine-protected1_true.yml.log	1055	pso	0	4	2	04	16
0	0	0	4	0	1289886	6	4	caat-pso.cache.36-apron_11-traces-max-simple_true.yml.log	2555	pso	0	11	2	04	16
0	0	0	0	0	0	0	0	caat-pso.cache.13-privatized_41-traces-ex-7_unknown_1_pos.yml.log	108	pso	0	1	0	04	0
0	0	0	4	0	1121331	6	4	caat-pso.cache.13-privatized_47-refine-protected2_true.yml.log	2908	pso	0	11	2	04	16
0	0	0	0	0	0	0	0	caat-pso.cache.13-privatized_41-traces-ex-7_unknown_1_neg.yml.log	0	pso	0	0	0	04	0
0	0	0	6	0	2865597	3	6	caat-pso.cache.13-privatized_40-traces-ex-6_true.yml.log	2558	pso	0	9	3	04	24
0	0	0	4	0	1581007	0	4	caat-pso.cache.13-privatized_44-traces-mine2_true.yml.log	411	pso	0	3	2	04	16
0	0	0	2	0	153335	0	2	caat-pso.cache.13-privatized_58-singlethreaded-lock_true.yml.log	114	pso	0	1	1	04	8
0	0	0	0	0	0	0	0	caat-pso.cache.13-privatized_18-first-reads_unknown_1_neg.yml.log	32	pso	0	1	0	04	0
0	0	0	0	0	0	0	0	caat-pso.cache.13-privatized_18-first-reads_unknown_2_pos.yml.log	94	pso	0	1	0	04	0
0	0	0	8	0	4120861	19	8	caat-pso.cache.13-privatized_36-traces-ex-3_true.yml.log	6963	pso	0	29	4	04	32
0	0	0	4	0	1365633	6	4	caat-pso.cache.13-privatized_18-first-reads_true.yml.log	2752	pso	0	11	2	04	16
0	0	0	10	0	6787893	21	10	caat-pso.cache.13-privatized_35-traces-ex-2_true.yml.log	8038	pso	0	31	5	04	40
0	0	0	10	0	6839173	21	10	caat-pso.cache.13-privatized_37-traces-ex-4_true.yml.log	8194	pso	0	29	5	04	40
0	0	0	10	0	6697153	21	10	caat-pso.cache.13-privatized_38-traces-ex-4-switch_true.yml.log	7757	pso	0	31	5	04	40
0	0	0	0	0	0	0	0	caat-pso.cache.13-privatized_19-publish-precision_unknown_1_pos.yml.log	70	pso	0	1	0	04	0
0	0	0	0	0	0	0	0	caat-pso.cache.13-privatized_19-publish-precision_unknown_2_pos.yml.log	0	pso	0	0	0	04	0
0	0	0	0	0	0	0	0	caat-pso.cache.13-privatized_19-publish-precision_unknown_2_neg.yml.log	102	pso	0	1	0	04	0
0	0	0	10	0	6677114	21	10	caat-pso.cache.13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml.log	8066	pso	0	30	5	04	40
0	0	0	0	0	0	0	0	caat-pso.cache.13-privatized_19-publish-precision_unknown_1_neg.yml.log	0	pso	0	0	0	04	0
0	0	0	4	0	2010340	6	4	caat-pso.cache.13-privatized_01-priv_nr_true.yml.log	2129	pso	0	11	2	04	16
0	0	0	4	0	2641875	6	4	caat-pso.cache.13-privatized_25-struct_nr_true.yml.log	2799	pso	0	11	2	04	16
0	0	0	8	0	5027906	25	8	caat-pso.cache.13-privatized_19-publish-precision_true.yml.log	8235	pso	0	35	4	04	32
0	0	0	10	0	7210618	13	10	caat-pso.cache.13-privatized_42-traces-ex-mini_true.yml.log	5888	pso	0	21	5	04	40
0	0	0	8	0	5788389	3	8	caat-pso.cache.13-privatized_33-traces-v-matters_true.yml.log	3116	pso	0	11	4	04	32
0	0	0	1	0	290937	0	1	caat-pso.cache.13-privatized_69-refine-protected-loop-interval_true.yml.log	69	pso	0	1	1	04	4
0	0	0	0	0	0	0	0	caat-pso.cache.36-apron_17-traces-rpb-litmus_unknown_1_neg.yml.log	0	pso	0	0	0	04	0
0	0	0	12	0	11907700	72	12	caat-pso.cache.13-privatized_31-traces-mine-vs-mutex_true.yml.log	22414	pso	0	87	6	04	48
0	0	0	8	0	4062545	12	8	caat-pso.cache.13-privatized_20-publish-regression_true.yml.log	3670	pso	0	19	4	04	32
0	0	0	10	0	7587219	21	10	caat-pso.cache.13-privatized_30-traces-oplus-vs-meet_true.yml.log	7971	pso	0	31	5	04	40
0	0	0	16	0	16741596	62	16	caat-pso.cache.13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml.log	16894	pso	0	78	8	04	64
0	0	0	1	0	298143	0	1	caat-pso.cache.13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml.log	109	pso	0	1	1	04	4
0	0	0	10	0	8278097	5	10	caat-pso.cache.13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml.log	3923	pso	0	13	5	04	40
0	0	0	14	0	19855080	75	14	caat-pso.cache.13-privatized_29-multiple-protecting2-vesal_true.yml.log	25903	pso	0	91	7	04	56
0	0	0	0	0	0	0	0	caat-pso.cache.36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml.log	0	pso	0	0	0	04	0
0	0	0	10	0	12940590	68	10	caat-pso.cache.36-apron_21-traces-cluster-based_true.yml.log	23105	pso	0	91	5	04	40
0	0	0	2	0	474652	0	2	caat-pso.cache.14_spin2003.yml.log	72	pso	0	1	1	04	8
0	0	0	0	0	0	0	0	caat-pso.cache.29_conditionals_vs.yml.log	0	pso	0	0	0	04	0
0	0	0	24	0	90884055	402	24	caat-pso.cache.13-privatized_24-multiple-protecting_true.yml.log	138219	pso	0	432	12	04	96
0	0	0	2	0	499211	0	2	caat-pso.cache.48_ticket_lock_low_contention_vs-pthread.yml.log	100	pso	0	1	1	04	8
0	0	0	6	0	3209276	6	6	caat-pso.cache.46_monabsex2_vs.yml.log	2003	pso	0	9	3	04	24
0	0	0	6	0	6953590	4	6	caat-pso.cache.stateful01-1.yml.log	4625	pso	0	10	4	04	28
0	0	0	4	0	1390227	2	4	caat-pso.cache.45_monabsex1_vs.yml.log	1049	pso	0	4	2	04	16
0	0	0	14	0	17252009	109	14	caat-pso.cache.stateful01-2.yml.log	60250	pso	0	126	8	04	60
0	0	0	24	0	107823742	1498	24	caat-pso.cache.13-privatized_27-multiple-protecting2_true.yml.log	563602	pso	0	1564	12	04	96
0	0	0	6	0	3258329	2	6	caat-pso.cache.01b_inc.yml.log	1371	pso	0	5	3	04	24
0	0	0	11	0	12961518	13	11	caat-pso.cache.time_var_mutex.yml.log	10195	pso	0	23	7	04	44
0	0	0	4	0	3384793	2	4	caat-pso.cache.48_ticket_lock_low_contention_vs.yml.log	1226	pso	0	4	2	04	16
0	0	0	0	0	0	0	0	caat-pso.cache.02_inc_cas.yml.log	0	pso	0	0	0	04	0
0	0	0	0	0	0	0	0	caat-pso.cache.28-race_reach_45-escape_racing.yml.log	95	pso	0	1	0	04	0
0	0	0	10	0	9727055	21	10	caat-pso.cache.28-race_reach_46-escape_racefree.yml.log	8119	pso	0	29	5	04	40
0	0	0	7	0	6744517	10	7	caat-pso.cache.lazy01.yml.log	6969	pso	0	19	5	04	28
0	0	0	0	0	0	0	0	caat-pso.cache.exponential-nondet.yml.log	0	pso	0	0	0	04	0
0	0	0	19	0	30033402	18	19	caat-pso.cache.dekker.yml.log	26295	pso	0	35	11	04	95
0	0	0	6	0	2392245	0	6	caat-pso.cache.unwind2-1.yml.log	1289	pso	0	3	3	04	27
0	0	0	2	0	1775132	0	2	caat-pso.cache.unwind3-1.yml.log	951	pso	0	3	2	04	8
0	0	0	23	0	34027441	18	23	caat-pso.cache.dekker-unfair.yml.log	28364	pso	0	37	13	04	112
0	0	0	0	0	0	0	0	caat-pso.cache.43_NetBSD_sysmon_power_sliced.yml.log	0	pso	0	0	0	04	0
0	0	0	6	0	2377810	0	6	caat-pso.cache.unwind2-100.yml.log	1358	pso	0	3	3	04	27
0	0	0	84	0	94101210	315	84	caat-pso.cache.szymanski.yml.log	585326	pso	0	378	44	04	526
0	0	0	42	0	467940846	209	42	caat-pso.cache.circular_buffer_bad.yml.log	385258	pso	0	238	22	04	282
0	0	0	8	0	19606333	55	8	caat-pso.cache.singleton_with-uninit-problems.yml.log	16592	pso	0	68	4	04	32
0	0	0	8	0	19712094	12	8	caat-pso.cache.singleton.yml.log	5497	pso	0	21	4	04	32
0	0	0	0	0	0	0	0	caat-pso.cache.pthread-demo-datarace-3.yml.log	3338	pso	0	40	0	04	0
0	0	0	3	0	1135342	1	3	caat-pso.cache.race-1_1-join.yml.log	1102	pso	0	3	2	04	12
0	0	0	9	0	7825190	7	9	caat-pso.cache.race-1_3-join.yml.log	4372	pso	0	13	5	04	36
0	0	0	8	0	144971723	50	8	caat-pso.cache.twostage_3.yml.log	23135	pso	0	74	4	04	32
0	0	0	9	0	7913169	7	9	caat-pso.cache.race-1_2-join.yml.log	4164	pso	0	13	5	04	36
0	0	0	0	0	0	0	0	caat-pso.cache.race-4_1-thread_local_vars.yml.log	0	pso	0	0	0	04	0
0	0	0	14	0	93514956	6123	14	caat-pso.cache.reorder_2.yml.log	1228788	pso	0	6452	7	04	56
0	0	0	0	0	0	0	0	caat-pso.cache.race-2_1-container_of.yml.log	0	pso	0	0	0	04	0
0	0	0	0	0	0	0	0	caat-pso.cache.race-3_1-container_of-global.yml.log	0	pso	0	0	0	04	0
0	0	0	0	0	0	0	0	caat-pso.cache.28-race_reach_21-deref_read_racing.yml.log	0	pso	0	0	0	04	0
0	0	0	8	0	6658031809	10	8	caat-pso.cache.queue_ok.yml.log	8052	pso	0	18	5	04	32
0	0	0	22	0	133279882	241807	22	caat-pso.cache.triangular-2.yml.log	52931066	pso	0	249550	11	04	88
0	0	0	120	0	15604204487	2878	120	caat-pso.cache.queue.yml.log	23147277	pso	0	2959	61	04	1582
0	0	0	20	0	2344021856	47313	20	caat-pso.cache.fib_unsafe-5.yml.log	16059275	pso	0	48728	10	04	80
0	0	0	24	0	166789580	234168	24	caat-pso.cache.butterfly.yml.log	232141495	pso	0	391668	24	04	205
0	0	0	24	0	137863431	1106618	24	caat-pso.cache.triangular-1.yml.log	250534126	pso	0	1138907	12	04	96
